"Country","Airline","Country of Origin","Main Airports in country"
"Tanzania","British Airways","United Kingdom","Tanzania: Julius Nyerere International Airport (DAR)"
"Thailand","British Airways","United Kingdom","Thailand: Suvarnabhumi Airport (BKK)"
"Tobago","British Airways","United Kingdom","Tobago: Crown Point International Airport (TAB)"
"Trinidad and Tobago","British Airways","United Kingdom","Trinidad and Tobago: Piarco International Airport (POS)"
"Tunisia","British Airways","United Kingdom","Tunisia: Tunis–Carthage International Airport (TUN)"
"Turkey","British Airways","United Kingdom","Turkey: Istanbul Airport (IST)"
"Uganda","British Airways","United Kingdom","Uganda: Entebbe International Airport (EBB)"
"Ukraine","British Airways","United Kingdom","Ukraine: Boryspil International Airport (KBP)"
"United Arab Emirates","British Airways","United Kingdom","United Arab Emirates: Dubai International Airport (DXB)"
"United Kingdom","British Airways","United Kingdom","United Kingdom: London Heathrow Airport (LHR)"
"United States","British Airways","United Kingdom","United States: Hartsfield–Jackson Atlanta International Airport (ATL)"
"Uruguay","British Airways","United Kingdom","Uruguay: Carrasco International Airport (MVD)"
"Uzbekistan","British Airways","United Kingdom","Uzbekistan: Tashkent International Airport (TAS)"
"Vanuatu","British Airways","United Kingdom","Vanuatu: Bauerfield International Airport (VLI)"
"Vatican City","British Airways","United Kingdom","Vatican City: Leonardo da Vinci–Fiumicino Airport (FCO)"
"Venezuela","British Airways","United Kingdom","Venezuela: Simón Bolívar International Airport (CCS)"
"Vietnam","British Airways","United Kingdom","Vietnam: Noi Bai International Airport (HAN)"
"Zambia","British Airways","United Kingdom","Zambia: Kenneth Kaunda International Airport (LUN)"
"Zimbabwe","British Airways","United Kingdom","Zimbabwe: Robert Gabriel Mugabe International Airport (HRE)"
"Albania","EasyJet","United Kingdom","Albania: Tirana International Airport (TIA)"
"Austria","EasyJet","United Kingdom","Austria: Vienna International Airport (VIE)"
"Belgium","EasyJet","United Kingdom","Belgium: Brussels Airport (BRU)"
"Bulgaria","EasyJet","United Kingdom","Bulgaria: Sofia Airport (SOF)"
"Croatia","EasyJet","United Kingdom","Croatia: Zagreb Airport (ZAG)"
"Cyprus","EasyJet","United Kingdom","Cyprus: Larnaca International Airport (LCA)"
"Czech Republic","EasyJet","United Kingdom","Czech Republic: Václav Havel Airport Prague (PRG)"
"Denmark","EasyJet","United Kingdom","Denmark: Copenhagen Airport (CPH)"
"Egypt","EasyJet","United Kingdom","Egypt: Cairo International Airport (CAI)"
"Estonia","EasyJet","United Kingdom","Estonia: Tallinn Airport (TLL)"
"Finland","EasyJet","United Kingdom","Finland: Helsinki-Vantaa Airport (HEL)"
"France","EasyJet","United Kingdom","France: Paris Charles de Gaulle Airport (CDG)"
"Germany","EasyJet","United Kingdom","Germany: Frankfurt Airport (FRA)"
"Greece","EasyJet","United Kingdom","Greece: Athens International Airport (ATH)"
"Hungary","EasyJet","United Kingdom","Hungary: Budapest Ferenc Liszt International Airport (BUD)"
"Iceland","EasyJet","United Kingdom","Iceland: Keflavík International Airport (KEF)"
"Israel","EasyJet","United Kingdom","Israel: Ben Gurion Airport (TLV)"
"Italy","EasyJet","United Kingdom","Italy: Leonardo da Vinci–Fiumicino Airport (FCO)"
"Jordan","EasyJet","United Kingdom","Jordan: Queen Alia International Airport (AMM)"
"Latvia","EasyJet","United Kingdom","Latvia: Riga International Airport (RIX)"
"Luxembourg","EasyJet","United Kingdom","Luxembourg: Luxembourg Airport (LUX)"
"Malta","EasyJet","United Kingdom","Malta: Malta International Airport (MLA)"
"Morocco","EasyJet","United Kingdom","Morocco: Mohammed V International Airport (CMN)"
"Netherlands","EasyJet","United Kingdom","Netherlands: Amsterdam Airport Schiphol (AMS)"
"North Macedonia","EasyJet","United Kingdom","North Macedonia: Skopje International Airport (SKP)"
"Portugal","EasyJet","United Kingdom","Portugal: Lisbon Portela Airport (LIS)"
"Spain","EasyJet","United Kingdom","Spain: Adolfo Suárez Madrid–Barajas Airport (MAD)"
"Sweden","EasyJet","United Kingdom","Sweden: Stockholm Arlanda Airport (ARN)"
"Switzerland","EasyJet","United Kingdom","Switzerland: Zurich Airport (ZRH)"
"Tunisia","EasyJet","United Kingdom","Tunisia: Tunis–Carthage International Airport (TUN)"
"Turkey","EasyJet","United Kingdom","Turkey: Istanbul Airport (IST)"
"Ukraine","EasyJet","United Kingdom","Ukraine: Boryspil International Airport (KBP)"
"United Kingdom","EasyJet","United Kingdom","United Kingdom: London Heathrow Airport (LHR)"
"Albania","United Airlines","United States","Albania: Tirana International Airport (TIA)"
"Anguilla","United Airlines","United States","Anguilla: Clayton J. Lloyd International Airport (AXA)"
"Antigua and Barbuda","United Airlines","United States","Antigua and Barbuda: V. C. Bird International Airport (ANU)"
"Argentina","United Airlines","United States","Argentina: Ministro Pistarini International Airport (EZE)"
"Aruba","United Airlines","United States","Aruba: Queen Beatrix International Airport (AUA)"
"Australia","United Airlines","United States","Australia: Sydney Kingsford Smith Airport (SYD)"
"Austria","United Airlines","United States","Austria: Vienna International Airport (VIE)"
"Bahamas","United Airlines","United States","Bahamas: Lynden Pindling International Airport (NAS)"
"Barbados","United Airlines","United States","Barbados: Grantley Adams International Airport (BGI)"
"Belgium","United Airlines","United States","Belgium: Brussels Airport (BRU)"
"Belize","United Airlines","United States","Belize: Philip S. W. Goldson International Airport (BZE)"
"Bermuda","United Airlines","United States","Bermuda: L.F. Wade International Airport (BDA)"
"Bolivia","United Airlines","United States","Bolivia: El Alto International Airport (LPB)"
"Bonaire","United Airlines","United States","Bonaire: Flamingo International Airport (BON)"
"Bosnia and Herzegovina","United Airlines","United States","Bosnia and Herzegovina: Sarajevo International Airport (SJJ)"
"Brazil","United Airlines","United States","Brazil: São Paulo/Guarulhos International Airport (GRU)"
"British Virgin Islands","United Airlines","United States","British Virgin Islands: Terrance B. Lettsome International Airport (EIS)"
"Canada","United Airlines","United States","Canada: Toronto Pearson International Airport (YYZ)"
"Cayman Islands","United Airlines","United States","Cayman Islands: Owen Roberts International Airport (GCM)"
"Chile","United Airlines","United States","Chile: Arturo Merino Benítez International Airport (SCL)"
"China","United Airlines","United States","China: Beijing Capital International Airport (PEK)"
"Colombia","United Airlines","United States","Colombia: El Dorado International Airport (BOG)"
"Costa Rica","United Airlines","United States","Costa Rica: Juan Santamaría International Airport (SJO)"
"Croatia","United Airlines","United States","Croatia: Zagreb Airport (ZAG)"
"Curaçao","United Airlines","United States","Curaçao: Curaçao International Airport (CUR)"
"Czech Republic","United Airlines","United States","Czech Republic: Václav Havel Airport Prague (PRG)"
"Denmark","United Airlines","United States","Denmark: Copenhagen Airport (CPH)"
"Dominica","United Airlines","United States","Dominica: Douglas–Charles Airport (DOM)"
"Dominican Republic","United Airlines","United States","Dominican Republic: Las Américas International Airport (SDQ)"
"Ecuador","United Airlines","United States","Ecuador: Mariscal Sucre International Airport (UIO)"
"Egypt","United Airlines","United States","Egypt: Cairo International Airport (CAI)"
"El Salvador","United Airlines","United States","El Salvador: El Salvador International Airport (SAL)"
"Fiji","United Airlines","United States","Fiji: Nadi International Airport (NAN)"
"Finland","United Airlines","United States","Finland: Helsinki-Vantaa Airport (HEL)"
"France","United Airlines","United States","France: Paris Charles de Gaulle Airport (CDG)"
"French Polynesia","United Airlines","United States","French Polynesia: Faa'a International Airport (PPT)"
"Germany","United Airlines","United States","Germany: Frankfurt Airport (FRA)"
"Greece","United Airlines","United States","Greece: Athens International Airport (ATH)"
"Grenada","United Airlines","United States","Grenada: Maurice Bishop International Airport (GND)"
"Guatemala","United Airlines","United States","Guatemala: La Aurora International Airport (GUA)"
"Guyana","United Airlines","United States","Guyana: Cheddi Jagan International Airport (GEO)"
"Haiti","United Airlines","United States","Haiti: Toussaint Louverture International Airport (PAP)"
"Honduras","United Airlines","United States","Honduras: Toncontín International Airport (TGU)"
"Hong Kong","United Airlines","United States","Hong Kong: Hong Kong International Airport (HKG)"
"Hungary","United Airlines","United States","Hungary: Budapest Ferenc Liszt International Airport (BUD)"
"Iceland","United Airlines","United States","Iceland: Keflavík International Airport (KEF)"
"India","United Airlines","United States","India: Indira Gandhi International Airport (DEL)"
"Ireland","United Airlines","United States","Ireland: Dublin Airport (DUB)"
"Israel","United Airlines","United States","Israel: Ben Gurion Airport (TLV)"
"Italy","United Airlines","United States","Italy: Leonardo da Vinci–Fiumicino Airport (FCO)"
"Jamaica","United Airlines","United States","Jamaica: Norman Manley International Airport (KIN)"
"Japan","United Airlines","United States","Japan: Tokyo Haneda Airport (HND)"
"Jordan","United Airlines","United States","Jordan: Queen Alia International Airport (AMM)"
"Kenya","United Airlines","United States","Kenya: Jomo Kenyatta International Airport (NBO)"
"Kosovo","United Airlines","United States","Kosovo: Pristina International Airport (PRN)"
"Latvia","United Airlines","United States","Latvia: Riga International Airport (RIX)"
"Liberia","United Airlines","United States","Liberia: Roberts International Airport (ROB)"
"Lithuania","United Airlines","United States","Lithuania: Vilnius International Airport (VNO)"
"Luxembourg","United Airlines","United States","Luxembourg: Luxembourg Airport (LUX)"
"Malaysia","United Airlines","United States","Malaysia: Kuala Lumpur International Airport (KUL)"
"Maldives","United Airlines","United States","Maldives: Velana International Airport (MLE)"
"Malta","United Airlines","United States","Malta: Malta International Airport (MLA)"
"Martinique","United Airlines","United States","Martinique: Martinique Aimé Césaire International Airport (FDF)"
"Mauritius","United Airlines","United States","Mauritius: Sir Seewoosagur Ramgoolam International Airport (MRU)"
"Mexico","United Airlines","United States","Mexico: Mexico City International Airport (MEX)"
"Micronesia","United Airlines","United States","Micronesia: Pohnpei International Airport (PNI)"
"Montserrat","United Airlines","United States","Montserrat: John A. Osborne Airport (MNI)"
"Morocco","United Airlines","United States","Morocco: Mohammed V International Airport (CMN)"
"Namibia","United Airlines","United States","Namibia: Hosea Kutako International Airport (WDH)"
"Netherlands","United Airlines","United States","Netherlands: Amsterdam Airport Schiphol (AMS)"
"New Caledonia","United Airlines","United States","New Caledonia: La Tontouta International Airport (NOU)"
"New Zealand","United Airlines","United States","New Zealand: Auckland Airport (AKL)"
"Nicaragua","United Airlines","United States","Nicaragua: Augusto C. Sandino International Airport (MGA)"
"Nigeria","United Airlines","United States","Nigeria: Murtala Muhammed International Airport (LOS)"
"Northern Mariana Islands","United Airlines","United States","Northern Mariana Islands: Saipan International Airport (SPN)"
"Norway","United Airlines","United States","Norway: Oslo Airport"
"Oman","United Airlines","United States","Oman: Muscat International Airport (MCT)"
"Pakistan","United Airlines","United States","Pakistan: Jinnah International Airport (KHI)"
"Palau","United Airlines","United States","Palau: Palau International Airport (ROR)"
"Panama","United Airlines","United States","Panama: Tocumen International Airport (PTY)"
"Paraguay","United Airlines","United States","Paraguay: Silvio Pettirossi International Airport (ASU)"
"Peru","United Airlines","United States","Peru: Jorge Chávez International Airport (LIM)"
"Philippines","United Airlines","United States","Philippines: Ninoy Aquino International Airport (MNL)"
"Poland","United Airlines","United States","Poland: Warsaw Chopin Airport (WAW)"
"Portugal","United Airlines","United States","Portugal: Lisbon Portela Airport (LIS)"
"Puerto Rico","United Airlines","United States","Puerto Rico: Luis Muñoz Marín International Airport (SJU)"
"Qatar","United Airlines","United States","Qatar: Hamad International Airport (DOH)"
"Romania","United Airlines","United States","Romania: Henri Coandă International Airport (OTP)"
"Saint Kitts and Nevis","United Airlines","United States","Saint Kitts and Nevis: Robert L. Bradshaw International Airport (SKB)"
"Saint Lucia","United Airlines","United States","Saint Lucia: Hewanorra International Airport (UVF)"
"Saint Vincent and the Grenadines","United Airlines","United States","Saint Vincent and the Grenadines: Argyle International Airport (SVD)"
"Samoa","United Airlines","United States","Samoa: Faleolo International Airport (APW)"
"São Tomé and Príncipe","United Airlines","United States","São Tomé and Príncipe: São Tomé International Airport (TMS)"
"Saudi Arabia","United Airlines","United States","Saudi Arabia: King Abdulaziz International Airport (JED)"
"Senegal","United Airlines","United States","Senegal: Blaise Diagne International Airport (DSS)"
"Serbia","United Airlines","United States","Serbia: Belgrade Nikola Tesla Airport (BEG)"
"Seychelles","United Airlines","United States","Seychelles: Seychelles International Airport (SEZ)"
"Singapore","United Airlines","United States","Singapore: Singapore Changi Airport (SIN)"
"Slovakia","United Airlines","United States","Slovakia: Bratislava Airport (BTS)"
"Slovenia","United Airlines","United States","Slovenia: Ljubljana Jože Pučnik Airport (LJU)"
"South Africa","United Airlines","United States","South Africa: O. R. Tambo International Airport (JNB)"
"South Korea","United Airlines","United States","South Korea: Incheon International Airport (ICN)"
"Spain","United Airlines","United States","Spain: Adolfo Suárez Madrid–Barajas Airport (MAD)"
"Sri Lanka","United Airlines","United States","Sri Lanka: Bandaranaike International Airport (CMB)"
